ID,POSITION NAME,NUMBER OF POSITIONS APPROVED,NUMBER OF POSITIONS FILLED,POSITIONS RECRUITED THEMSELVES,MINIMUM AGE REQUIRED,MAXIMUM AGE REQUIRED,YW STAFF MATCH NUMBER,ZIP CODE,PARTS OF CITY,WILL YOU BE WORKING OUTSIDE,DRESS CODE,YOUTH WORKING WITH COMPUTERS,CAREER INTEREST FOR POSITION,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL REQUEST,GRADE REQUEST
12323,CLERICAL OFFICE ASSISTANT,4,0,4,14,20,0,21205,EAST,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12326,ADMINISTRATIVE/ENVIRONMENTAL ASSISTANT,4,0,4,14,18,0,21215,WEST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11797,YOUTH BUILDING AID,10,9,10,14,20,0,21216,WEST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12289,THE FOOD PROJECT WORKER,2,0,2,14,21,0,21223,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12289,FOOD PRODUCTION,8,0,8,16,21,0,21223,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11854,ADMINISTRATIVE SUPPORT,1,1,0,14,16,1,21217,WEST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11854,CLASSROOM AIDE,1,0,1,14,16,0,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11854,SCHOOL/FAMILY SUPPORT AND OUTREACH ASSITSANT,1,0,0,14,16,1,21217,WEST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12337,OFFICE ASSISTANT- YOUTH WORKS,10,0,0,16,20,10,21201,DOWNTOWN,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12339,OFFICE AIDE,2,0,0,14,21,2,21225,SOUTH,NO,YES,NO,,,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11808,YOUTH CAMP TRAINEE- MORNING,1,0,1,16,21,0,21229,WEST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11808,YOUTH CAMP TRAINEE- AFTERNOON,1,0,1,16,21,0,21229,WEST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
11808,YOUTH CAMP TRAINEE- EVENING,1,0,1,16,21,0,21229,WEST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
CLERICAL OFFICE WORK,
RECREATION AND SPORTS,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","VISUAL ARTS,SWIMMING,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12319,STUDENT WORKER,26,0,25,14,18,1,21213,EAST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12345,CUSTODIAL,15,9,9,14,21,6,21215,WEST,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12362,OFFICE ASSISTANT,2,0,0,18,21,2,21217,WEST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12355,FUTURE LEADER OF BALTIMORE CITY,20,0,10,14,18,10,21217,WEST,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12334,BRANCHES TEAM MEMBER,30,0,15,15,19,15,21217,WEST,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12371,SUMMER BAYHAWK,24,0,24,14,16,0,21225,SOUTH,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12380,MURAL APPRENTICE,26,0,26,14,21,0,21217,WEST,YES,NO,NO,,"VISUAL ARTS,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12113,MUSICIANS,16,0,16,14,21,0,21201,DOWNTOWN,NO,YES,NO,"COMMUNICATION/MEDIA,
COMMUNITY SERVICE,
MUSICAL ARTS,
TEACHER'S AIDE,
",PLAYS INSTRUMENT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12394,CORB INTERN,12,0,10,14,21,2,21225,SOUTH,YES,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12395,AUTOMOTIVE STUDENT WORKER,5,0,5,15,21,0,21202,DOWNTOWN,NO,YES,NO,,"PLAYS INSTRUMENT,VISUAL ARTS",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12395,ADMINISTRATIVE SUPPORT STUDENT,5,0,2,18,21,3,21202,DOWNTOWN,NO,YES,YES,,"PLAYS INSTRUMENT,VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,CADD",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12395,STUDENT BUILDING REPAIRER,2,0,0,16,21,2,21202,DOWNTOWN,NO,YES,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,OFFICE EQUIPMENT,CADD",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12397,CAMP COUNSELOR ,10,0,0,16,21,10,21229,WEST,NO,YES,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12398,CAMP COUNSELOR ,10,0,0,16,21,10,21206,EAST,NO,YES,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12403,LINK LEADER,20,0,20,14,18,0,21218,NORTH,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,403 SCHOOL FOR SCHOLARSHIP,NO PREFERENCE
12403,CLASSROOM ASSISTANT,20,0,5,18,21,15,21218,NORTH,YES,YES,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12087,OFFICE ASSISTANCE,2,0,2,14,17,0,21207,WEST,NO,YES,NO,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12087,CUSTODIAN ASSISTANT/JANITORIAL WORKER,10,0,2,14,17,8,21207,WEST,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12410,PANTRY AIDE,10,0,5,14,18,5,21230,SOUTH,YES,NO,NO,,OFFICE EQUIPMENT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12293,CLERICAL/FIELD TRAINEE,100,0,0,14,20,100,21202,DOWNTOWN,NO,NO,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,"GRADE 9,
"
12427,OFFICE ASSISTANT,5,0,5,14,14,0,21213,EAST,NO,NO,NO,,OFFICE EQUIPMENT,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12248,THE GREEN,10,0,10,14,21,0,21230,DOWNTOWN,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12254,CCPCS YW SUMMER SUPPORT STAFF,6,0,0,14,17,6,,NORTH,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12432,YOUTHWORKS STUDENT SUMMER PROGRAM,5,0,4,14,18,1,21217,WEST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT,POETRY",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12435,GREEN PROJECT YOUTH WORKER,10,0,10,14,21,0,21239,,YES,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12434,AMBASSADOR,12,0,5,14,21,7,21217,WEST,NO,NO,NO,,"VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12348,YOUTH CAMP COUNSELOR ,27,10,0,16,21,27,21217,WEST,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12437,CAMP COUNSELOR/CLERICAL,5,0,5,14,20,0,21215,DOWNTOWN,NO,NO,NO,,"VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12449,CORPS MEMBER,25,0,0,14,17,25,21207,WEST,YES,YES,NO,,SWIMMING,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12079,YOUTH BUILDING ASSISTANT,24,0,24,14,21,0,21202,,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12446,PHOTO INTERN,24,0,12,14,18,12,21218,NORTH,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12450,CORPS MEMBER,25,0,0,14,17,25,21209,NORTH,YES,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12446,VIDEO INTERN,28,0,14,14,18,14,21218,NORTH,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12453,ASSISTANT CAMP COUNSELOR,7,0,7,14,18,0,21224,SOUTHEAST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,3.ADVANCED (AP/COLLEGE CLASSES OR NATIVE SPEAKER),NO PREFERENCE,NO PREFERENCE
12454,CORPS MEMBER,40,0,0,14,17,40,21228,WEST,YES,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12446,GRAPHIC DESIGN INTERN,28,0,14,14,18,14,21218,NORTH,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12453,FACILITIES AND MAINTENANCE SUPPORT,3,0,3,14,18,0,21224,SOUTHEAST,NO,NO,NO,,"OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12455,CAMP COUNSELOR,12,0,10,14,18,2,21224,SOUTHEAST,NO,NO,NO,,"VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,2.INTERMEDIATE (MINIMUM OF 4 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12456,YOUTH WORKER TRAINEE,10,8,10,14,21,10,21218,EAST,NO,YES,NO,,"VISUAL ARTS,OFFICE EQUIPMENT,MICROSOFT",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,,,NO PREFERENCE,"GRADE 8,
"
12458,COMMUNITY DANCER/ACTOR,30,0,20,14,18,10,21215,WEST,NO,NO,NO,,"PLAYS INSTRUMENT,VISUAL ARTS,MICROSOFT,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12463,YOUTH CAMP COUNSELOR- MORNING,1,0,1,14,21,0,21217,WEST,YES,NO,NO,,"VISUAL ARTS,SWIMMING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12463,YOUTH CAMP COUNSELOR- AFTERNOON,1,0,0,14,21,1,21217,WEST,YES,NO,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12093,YOUTH CAMP ASSISTANT,5,0,2,14,18,3,21229,WEST,NO,NO,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12093,JUNIOR COUNSELORS,5,0,4,14,18,1,21229,WEST,NO,NO,NO,,"VISUAL ARTS,SWIMMING,OFFICE EQUIPMENT,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12471,CLASSROOM/RESOURCE ASSISTANT,15,0,8,14,21,7,21213,EAST,NO,NO,NO,,,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12478,YOUTH MARKETING DEVELOPER,150,0,150,14,18,0,21230,SOUTHEAST,NO,NO,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12482,GROUP LEEADER,4,3,4,14,21,4,21218,EAST,NO,YES,NO,,"VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12483,FRONT DESK ASSISTANT,6,0,0,16,21,6,21215,WEST,NO,YES,YES,,"OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12492,CAMP COUNSELORS,16,0,8,14,18,8,21214,EAST,YES,NO,NO,,"VISUAL ARTS,OFFICE EQUIPMENT",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12496,CHEF ASSISTANT,10,0,10,15,18,0,21216,WEST,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12496,MANUFACTURING ASSISTANT,10,0,10,15,18,0,21216,WEST,NO,NO,NO,,CADD,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12496,COSMETOLOGY ASSISTANT,30,0,30,15,18,0,21216,WEST,NO,YES,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12202,BEAUTIFICATION YOUTH SUMMER TEAM,20,0,10,14,21,10,21214,NORTH,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12501,JR. YOUTH COUNSELOR,10,0,10,14,15,0,21206,EAST,NO,YES,NO,"RECREATION AND SPORTS,
STEM,
COMMUNITY SERVICE,
TEACHER'S AIDE,
CAMP COUNSELOR,
","PLAYS INSTRUMENT,VISUAL ARTS,SWIMMING,POETRY,DANCING",NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,SPANISH,1.BEGINNER (1 TO 3 YEARS OF LANGUAGE EDUCATION),NO PREFERENCE,NO PREFERENCE
12501,YOUTH OFFICE ASSISTANT,4,0,4,15,15,0,21206,EAST,NO,YES,YES,"CLERICAL OFFICE WORK,
COMMUNITY SERVICE,
TEACHER'S AIDE,
","OFFICE EQUIPMENT,MICROSOFT",MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12501,JR. ENVIRONMENTAL SPECIALIST ,3,0,3,14,15,0,21206,EAST,NO,NO,NO,"CUSTODIAL,
ENVIRONMENTAL/GREEN,
COMMUNITY SERVICE,
",SWIMMING,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,,,NO PREFERENCE,NO PREFERENCE
12503,CIVIL SERVICE INTERN,3,0,0,16,21,3,21215,WEST,NO,YES,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
12440,BATTALION,1,0,1,14,20,0,21225,SOUTH,NO,NO,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12440,COMPANY COMMANDERS ,2,0,2,14,20,0,21225,SOUTH,NO,NO,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12440,EXECUTIVE OFFICER ,1,0,1,14,20,0,21225,SOUTH,NO,NO,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12440,TRAINING OFFICER ,1,0,1,14,20,0,21225,SOUTH,NO,NO,NO,,,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,NO PREFERENCE
12440,SUPPLY OFFICER ,1,0,1,14,20,0,21225,SOUTH,NO,NO,NO,,MICROSOFT,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MOST CLOSELY MATCHES,,,NO PREFERENCE,"12TH GRADE CERTIFICATION OF COMPLETION,
GED,
HS GRAD / DIPLOMA,
"
