Youth ID,Age,Zip,Willing to Travel Outside Zip Code,Side of City,Working Outside,Dress Code,With Computers,Career Interest 1,Career Interest 2,Skills,Job Choice A,Job Choice B,Job Choice C,Job Choice D,Job Choice E,Job Choice F,Job Choice G,Job Choice H,2nd Language
169,16,21237,No,East,Yes,Yes,Yes,Nursing,Auto Mechanics,"Plays an Intrustment, Visual Arts (Drawing, painting, etc), Office Equipment (i.e. copier, fax machine, scanner, etc.), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
170,17,21215,No,West,No,Yes,No,Pre-School Childcare,Pre-School Childcare,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
172,16,21214,No,East,Yes,No,No,Computer Information Tech,Business/Finance,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
174,17,21228,No,South,No,Yes,Yes,Pre-School Childcare,Elderly Services,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
175,16,21216,No,West,No,Yes,Yes,Recreation And Sports,Government/Public Service,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
176,19,21215,No,West,No,Yes,Yes,Engineering,Pre-School Childcare,"Plays an Intrustment, Swimming",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
178,15,21216,No,West,Yes,Yes,No,STEM,Clerical Office Work,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
185,17,21217,No,West,No,Yes,Yes,Custodial,Business/Finance,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
188,16,21212,No,East,Yes,Yes,Yes,Government/Public Service,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
195,16,21204,No,Outside City (East),No,Yes,No,STEM,Hospitality/Travel,"Visual Arts (Drawing, painting, etc), Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
198,16,21206,No,East,No,Yes,Yes,Recreation And Sports,Computer Information Tech,,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,Chinese
199,15,21204,No,Outside City (East),No,Yes,Yes,Pre-School Childcare,Nursing,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
201,14,21215,No,West,Yes,Yes,No,Pre-School Childcare,STEM,Swimming,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
204,17,21228,No,South,No,Yes,Yes,Computer Information Tech,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
206,15,21217,No,West,Yes,No,No,Custodial,Culinary Arts/Food Service,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
217,16,21216,No,West,Yes,No,No,Pre-School Childcare,Pre-School Childcare,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
220,18,21216,No,West,Yes,Yes,Yes,Nursing,Communication/Media,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
221,15,21222,No,Outside City (East),No,Yes,No,Recreation And Sports,Recreation And Sports,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
222,15,21204,No,Outside City (East),No,Yes,No,Pre-School Childcare,Hospitality/Travel,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
227,16,21214,No,East,No,Yes,Yes,Nursing,Pre-School Childcare,,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
228,21,21217,No,West,No,Yes,Yes,Communication/Media,Environmental/Green,"Plays an Intrustment, Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
242,16,21216,No,West,No,Yes,Yes,Camp Counselor,Nursing,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
245,16,21224,No,East,No,Yes,Yes,Musical Arts,Elderly Services,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
246,16,21204,No,Outside City (East),Yes,No,Yes,Retail (17+ Year Old Only),Camp Counselor,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
249,15,21214,No,East,No,No,No,Elderly Services,Recreation And Sports,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
252,16,21228,No,South,No,Yes,Yes,Camp Counselor,Musical Arts,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
253,16,21239,No,East,Yes,No,No,Pre-School Childcare,Nursing,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
255,15,21239,No,East,Yes,No,No,Engineering,Pre-School Childcare,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
257,17,21216,No,West,No,No,No,Hospitality/Travel,Auto Mechanics,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
258,14,21204,No,Outside City (East),Yes,No,No,Nursing,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
264,15,21228,No,South,Yes,No,No,Auto Mechanics,Government/Public Service,,INTERESTED,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
266,18,21212,No,East,Yes,Yes,Yes,Pre-School Childcare,Legal,CADD (Computer Aided Drafting and Design),INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
275,17,21214,No,East,No,Yes,No,Pre-School Childcare,Construction Trades,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
282,19,21214,No,East,Yes,No,No,Custodial,Legal,"Visual Arts (Drawing, painting, etc), Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
283,16,21228,No,South,No,No,Yes,Recreation And Sports,Architecture,,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
287,18,21204,No,Outside City (East),No,Yes,Yes,Custodial,Camp Counselor,Spoken Word or Poetry,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
290,16,21206,No,East,Yes,No,No,Construction Trades,Elderly Services,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
295,15,21223,No,West,Yes,Yes,No,Graphic Design,Recreation And Sports,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
299,17,21211,No,West,Yes,No,No,Clerical Office Work,Computer Information Tech,"Spanish & English Bilingual, Dancing",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
300,17,21237,No,East,No,Yes,Yes,Computer Information Tech,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
309,20,21205,No,East,No,Yes,Yes,Pre-School Childcare,Clerical Office Work,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
329,18,21215,No,West,No,No,Yes,Custodial,Nursing,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
333,18,21214,No,East,Yes,Yes,Yes,Community Service,Visual Arts,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
334,15,21222,No,Outside City (East),Yes,Yes,Yes,Communication/Media,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
337,15,21215,No,West,Yes,No,No,Pre-School Childcare,Pre-School Childcare,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
348,17,21224,No,East,No,Yes,Yes,Electrical/Carpentry,Pre-School Childcare,"Spanish & English Bilingual, Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
350,17,21227,No,South,Yes,No,No,Visual Arts,Auto Mechanics,Plays an Intrustment,INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
354,15,21228,No,South,No,Yes,No,Construction Trades,Pre-School Childcare,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
356,15,21216,No,West,Yes,Yes,No,Auto Mechanics,Recreation And Sports,"CADD (Computer Aided Drafting and Design), Spoken Word or Poetry, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,
359,14,21237,No,East,No,No,Yes,Pre-School Childcare,Custodial,Dancing,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
369,15,21204,No,Outside City (East),No,Yes,Yes,Pre-School Childcare,Pre-School Childcare,Swimming,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
375,16,21228,No,South,No,No,Yes,Computer Information Tech,Computer Information Tech,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
382,17,21228,No,South,Yes,No,No,Musical Arts,Culinary Arts/Food Service,"CADD (Computer Aided Drafting and Design), Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
390,20,21205,No,East,No,No,No,Communication/Media,Custodial,"Office Equipment (i.e. copier, fax machine, scanner, etc.), Spoken Word or Poetry",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
397,15,21216,No,West,No,Yes,No,STEM,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
400,16,21212,No,East,No,No,Yes,Pre-School Childcare,Nursing,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
412,17,21204,No,Outside City (East),No,Yes,Yes,Computer Information Tech,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
419,16,21228,No,South,Yes,No,No,Electrical/Carpentry,Nursing,"Visual Arts (Drawing, painting, etc), CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
421,16,21205,No,East,No,Yes,Yes,Recreation And Sports,Retail (17+ Year Old Only),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
422,16,21206,No,East,Yes,No,No,Culinary Arts/Food Service,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
430,18,21216,No,West,No,No,No,Recreation And Sports,STEM,"CADD (Computer Aided Drafting and Design), Office Equipment (i.e. copier, fax machine, scanner, etc.)",INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
431,14,21214,No,East,No,Yes,Yes,Architecture,Recreation And Sports,,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
449,18,21212,No,East,Yes,Yes,Yes,Nursing,Engineering,"Microsoft Word, Powerpoint, Excel, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
453,15,21239,No,East,No,No,No,Architecture,Nursing,Dancing,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,Spanish
454,17,21215,No,West,Yes,Yes,No,Community Service,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
458,17,21237,No,East,No,Yes,Yes,Culinary Arts/Food Service,Custodial,"Spanish & English Bilingual, Spoken Word or Poetry",INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
466,19,21217,No,West,No,No,Yes,Nursing,Culinary Arts/Food Service,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
470,16,21205,No,East,Yes,No,No,Nursing,Elderly Services,"Plays an Intrustment, Microsoft Word, Powerpoint, Excel",NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
471,16,21215,No,West,Yes,No,No,Teacher's Aide,Recreation And Sports,CADD (Computer Aided Drafting and Design),NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
476,15,21217,No,West,No,Yes,No,Computer Information Tech,Computer Information Tech,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
477,21,21224,No,East,No,Yes,Yes,Pre-School Childcare,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
480,20,21214,No,East,No,Yes,Yes,Pre-School Childcare,Custodial,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
485,18,21212,No,East,No,Yes,No,Pre-School Childcare,Recreation And Sports,"Swimming, Spoken Word or Poetry",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
487,15,21214,No,East,No,Yes,Yes,STEM,Retail (17+ Year Old Only),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
490,15,21211,No,West,Yes,No,No,Legal,Legal,Spanish & English Bilingual,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
494,16,21215,No,West,Yes,Yes,No,Recreation And Sports,Computer Information Tech,"Spanish & English Bilingual, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
495,16,21214,No,East,No,No,Yes,Auto Mechanics,Auto Mechanics,,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
500,16,21205,No,East,No,Yes,Yes,Pre-School Childcare,Custodial,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
503,18,21211,No,West,No,Yes,Yes,Communication/Media,Community Service,"Spanish & English Bilingual, Swimming, Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
504,17,21201,No,Downtown,No,Yes,Yes,Recreation And Sports,Pre-School Childcare,Plays an Intrustment,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
511,18,21222,No,Outside City (East),No,Yes,Yes,Nursing,Pre-School Childcare,,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
517,15,21215,No,West,Yes,Yes,No,Custodial,Culinary Arts/Food Service,Dancing,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
519,16,21214,No,East,Yes,Yes,Yes,Electrical/Carpentry,Communication/Media,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
527,16,21212,No,East,No,No,No,Musical Arts,Manufacturing,CADD (Computer Aided Drafting and Design),NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
530,18,21224,No,East,Yes,No,No,Hospitality/Travel,Visual Arts,"Spanish & English Bilingual, Visual Arts (Drawing, painting, etc), Swimming, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
546,15,21212,No,East,No,Yes,Yes,Environmental/Green,Business/Finance,"Plays an Intrustment, Spoken Word or Poetry",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
547,18,21217,No,West,Yes,No,No,Pre-School Childcare,Nursing,"Swimming, CADD (Computer Aided Drafting and Design), Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
548,17,21228,No,South,No,Yes,Yes,Business/Finance,Engineering,"Microsoft Word, Powerpoint, Excel",INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
550,18,21212,No,East,No,Yes,Yes,Nursing,Architecture,"Microsoft Word, Powerpoint, Excel",NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
552,19,21215,No,West,No,Yes,No,Nursing,Environmental/Green,"Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
553,15,21229,No,West,No,No,No,Pre-School Childcare,Camp Counselor,"Plays an Intrustment, Office Equipment (i.e. copier, fax machine, scanner, etc.)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,
556,17,21228,No,South,Yes,No,No,Architecture,Culinary Arts/Food Service,,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
560,16,21212,No,East,No,Yes,Yes,Pre-School Childcare,Teacher's Aide,Swimming,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
564,20,21206,No,East,Yes,Yes,Yes,Clerical Office Work,Computer Information Tech,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
571,19,21206,No,East,No,Yes,Yes,Visual Arts,Culinary Arts/Food Service,"Visual Arts (Drawing, painting, etc)",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
577,16,21214,No,East,No,No,Yes,Camp Counselor,Custodial,"Plays an Intrustment, Dancing",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,
586,15,21204,No,Outside City (East),No,Yes,Yes,Hospitality/Travel,Computer Information Tech,Spanish & English Bilingual,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
589,16,21211,No,West,Yes,No,No,Retail (17+ Year Old Only),Environmental/Green,Plays an Intrustment,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,
591,16,21201,No,Downtown,No,Yes,Yes,Pre-School Childcare,Culinary Arts/Food Service,"Spanish & English Bilingual, CADD (Computer Aided Drafting and Design)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,INTERESTED,INTERESTED,
597,18,21222,No,Outside City (East),No,Yes,Yes,Engineering,Elderly Services,Spanish & English Bilingual,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,
606,14,21212,No,East,Yes,No,Yes,Visual Arts,Graphic Design,"Visual Arts (Drawing, painting, etc)",INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
610,18,21237,No,East,Yes,No,No,Engineering,Retail (17+ Year Old Only),,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,
613,20,21216,No,West,Yes,No,No,Pre-School Childcare,Community Service,"Plays an Intrustment, Swimming, Dancing",NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,NOT INTERESTED,NOT INTERESTED,
614,21,21216,No,West,Yes,Yes,Yes,Pre-School Childcare,Recreation And Sports,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,INTERESTED,INTERESTED,NOT INTERESTED,
