REGISTRATION ID,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,SECOND LANGUAGE,SECOND LANGUAGE PROFICIENCY,SCHOOL NUMBER,SCHOOL STATUS,HIGHEST GRADE COMPLETED,PRIORITY MATCHING STATUS,
84195,19,21216,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,NO,YES,GRAPHIC DESIGN,BUSINESS/FINANCE,"PLAYS INSTRUMENT;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,400,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84197,17,21206,YES,"EAST, SOUTHEAST, NORTH, WEST, DOWNTOWN",YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,COMPUTER INFORMATION TECH,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,12TH GRADE CERTIFICATION OF COMPLETION,NONE,
84198,14,21206,YES,"EAST, DOWNTOWN, NORTH",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,347,IN SCHOOL - HS OR LESS,GRADE 8,MANDATORY,
84199,17,21223,YES,EAST,YES,YES,NO,CAMP COUNSELOR,CULINARY ARTS/FOOD SERVICE,SWIMMING;POETRY;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,341,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84201,17,21223,YES,EAST,YES,YES,YES,ARCHITECTURE,ARCHITECTURE,"PLAYS INSTRUMENT;VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,414,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84205,19,21216,YES,"NORTH, SOUTH, WEST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,COMMUNITY SERVICE,"VISUAL ARTS;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,325,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84206,17,21223,YES,"EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,NO,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),RECREATION AND SPORTS,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,407,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84207,16,21223,YES,"EAST, SOUTHEAST, WEST, DOWNTOWN",NO,NO,YES,MUSICAL ARTS,GRAPHIC DESIGN,"PLAYS INSTRUMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,480,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84209,17,21216,YES,"NORTH, WEST, DOWNTOWN",YES,YES,YES,NURSING,CAMP COUNSELOR,"CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,407,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84210,21,21206,YES,"EAST, SOUTHEAST, WEST",NO,NO,NO,HOSPITALITY/TRAVEL,COMMUNITY SERVICE,POETRY;DANCING,NOT INTERESTED ,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,,,307,IN SCHOOL - HS OR LESS,12TH GRADE CERTIFICATION OF COMPLETION,NONE,
84212,17,21215,NO,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,PORT OR MARITIME INDUSTRY,COMMUNITY SERVICE,"VISUAL ARTS;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,403,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
84213,17,21223,YES,"EAST, WEST, DOWNTOWN",YES,YES,YES,HOSPITALITY/TRAVEL,NURSING,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,450,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84214,17,21213,YES,"NORTH, EAST, DOWNTOWN",NO,YES,YES,TEACHER'S AIDE,NURSING,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,429,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
84215,18,21213,YES,"NORTH, EAST, DOWNTOWN",YES,YES,NO,RETAIL (16+ YEARS OLD ONLY BY JUNE 23RD),CAMP COUNSELOR,VISUAL ARTS;SWIMMING;POETRY,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,405,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84216,18,21216,YES,"NORTH, WEST, DOWNTOWN",YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,RECREATION AND SPORTS,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,377,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84217,17,21223,YES,"EAST, WEST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,NURSING,DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,414,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
84218,19,21223,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,NO,YES,CUSTODIAL,CAMP COUNSELOR,CADD;OFFICE EQUIPMENT;POETRY,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,433,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84220,18,21216,YES,"NORTH, WEST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,LEGAL,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,333,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
84221,17,21223,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,GRAPHIC DESIGN,COMPUTER INFORMATION TECH,"SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84222,14,21202,YES,"EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,ENVIRONMENTAL/GREEN,CLERICAL OFFICE WORK,VISUAL ARTS;OFFICE EQUIPMENT;POETRY,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,327,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84224,16,21206,NO,DOWNTOWN,YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,CLERICAL OFFICE WORK,SWIMMING,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
84225,17,21216,YES,"SOUTH, SOUTHEAST, WEST, DOWNTOWN",NO,YES,NO,BUSINESS/FINANCE,CAMP COUNSELOR,"SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84226,14,21206,YES,"EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,POETRY;DANCING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,323,IN SCHOOL - ALTERNATIVE SCHOOL,GRADE 8,NONE,
84227,18,21213,YES,"NORTH, EAST, WEST, DOWNTOWN",YES,YES,NO,CAMP COUNSELOR,CULINARY ARTS/FOOD SERVICE,"PLAYS INSTRUMENT;VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84228,17,21213,YES,"NORTH, EAST, WEST, DOWNTOWN",NO,YES,NO,HOSPITALITY/TRAVEL,NURSING,"(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,178,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84229,18,21216,YES,"SOUTH, WEST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,480,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84231,17,21223,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,PRE-SCHOOL CHILDCARE,CAMP COUNSELOR,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84233,17,21216,YES,"SOUTH, WEST, DOWNTOWN",YES,NO,NO,COMPUTER INFORMATION TECH,RECREATION AND SPORTS,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,,,348,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
84234,14,21206,YES,"EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,ARCHITECTURE,CULINARY ARTS/FOOD SERVICE,SWIMMING,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,374,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84235,14,21206,YES,"EAST, SOUTHEAST, DOWNTOWN",YES,YES,YES,COMMUNICATION/MEDIA,CLERICAL OFFICE WORK,"PLAYS INSTRUMENT;VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,51,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84236,16,21223,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,CLERICAL OFFICE WORK,GOVERNMENT/PUBLIC SERVICE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
84237,17,21223,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,YES,CLERICAL OFFICE WORK,CAMP COUNSELOR,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,999,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84238,14,21206,YES,"EAST, SOUTHEAST, DOWNTOWN",NO,YES,NO,CAMP COUNSELOR,ELDERLY SERVICES,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,245,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84240,14,21206,YES,"EAST, SOUTHEAST, NORTH, DOWNTOWN",YES,YES,YES,STEM,CAMP COUNSELOR,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,66,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84242,17,21223,YES,SOUTH,NO,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,430,IN SCHOOL - HS OR LESS,GRADE 11,MANDATORY,
84246,17,21223,YES,"SOUTH, DOWNTOWN",YES,NO,NO,RECREATION AND SPORTS,HOSPITALITY/TRAVEL,VISUAL ARTS,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,377,IN SCHOOL - HS OR LESS,GRADE 11,MANDATORY,
84247,19,21223,YES,"SOUTH, EAST, SOUTHEAST, DOWNTOWN",NO,YES,NO,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,"OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);DANCING",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,858,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
84248,14,21206,YES,"EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,SWIMMING,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,235,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84249,17,21223,YES,"SOUTH, EAST, WEST, DOWNTOWN",YES,YES,YES,CAMP COUNSELOR,AUTO MECHANICS,"VISUAL ARTS;SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,410,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84250,14,21206,YES,"EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,GRAPHIC DESIGN,CAMP COUNSELOR,VISUAL ARTS;SWIMMING,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,375,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84251,14,21206,YES,"EAST, WEST",YES,YES,NO,COMMUNICATION/MEDIA,BUSINESS/FINANCE,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,375,IN SCHOOL - HS OR LESS,GRADE 8,NONE,
84254,18,21213,YES,"NORTH, SOUTH, EAST, DOWNTOWN",NO,YES,YES,GRAPHIC DESIGN,COMPUTER INFORMATION TECH,"SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,382,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84256,17,21223,NO,"SOUTH, WEST",NO,NO,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,432,IN SCHOOL - HS OR LESS,GRADE 11,PREFERRED,
84257,18,21216,YES,"SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,ARCHITECTURE,VISUAL ARTS,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,430,IN SCHOOL - HS OR LESS,GRADE 12,NONE,
84259,18,21216,YES,"SOUTHEAST, WEST, DOWNTOWN, NORTH, SOUTH, EAST",YES,YES,YES,COMMUNITY SERVICE,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;SWIMMING;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,362,IN SCHOOL - HS OR LESS,GRADE 12,PREFERRED,
84261,20,21205,YES,"EAST, DOWNTOWN",NO,YES,YES,BUSINESS/FINANCE,CLERICAL OFFICE WORK,"VISUAL ARTS;CADD;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,415,NOT ATTENDING SCHOOL - HS GRAD / GED,AA DEGREE,NONE,
84262,16,21215,YES,"NORTH, SOUTH, EAST, SOUTHEAST, WEST, DOWNTOWN",NO,YES,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,"SWIMMING;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,,,348,IN SCHOOL - HS OR LESS,GRADE 11,MANDATORY,
84263,15,21206,YES,"EAST, WEST, DOWNTOWN",YES,NO,NO,MUSICAL ARTS,PRE-SCHOOL CHILDCARE,"PLAYS INSTRUMENT;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY;DANCING",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,212,IN SCHOOL - HS OR LESS,GRADE 8,MANDATORY,
84265,17,21223,YES,"SOUTH, WEST",NO,YES,YES,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,"VISUAL ARTS;SWIMMING;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,,,362,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84266,15,21206,YES,"EAST, WEST, DOWNTOWN",YES,YES,NO,ARCHITECTURE,RECREATION AND SPORTS,"(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,374,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
84267,15,21206,NO,DOWNTOWN,NO,YES,YES,CAMP COUNSELOR,PRE-SCHOOL CHILDCARE,SWIMMING;DANCING,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 10,MANDATORY,
84268,17,21206,YES,DOWNTOWN,YES,YES,YES,CULINARY ARTS/FOOD SERVICE,CLERICAL OFFICE WORK,,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,NOT INTERESTED ,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,410,IN SCHOOL - HS OR LESS,GRADE 10,NONE,
84269,17,21223,NO,"SOUTH, WEST, DOWNTOWN",NO,YES,NO,CUSTODIAL,ENVIRONMENTAL/GREEN,VISUAL ARTS,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,WORK WITH ACCOMMODATION,WORK WITH ACCOMMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,,,430,IN SCHOOL - HS OR LESS,GRADE 11,NONE,
84271,14,21239,YES,"NORTH, EAST, SOUTHEAST, WEST, DOWNTOWN",YES,YES,NO,PRE-SCHOOL CHILDCARE,CULINARY ARTS/FOOD SERVICE,"VISUAL ARTS;OFFICE EQUIPMENT;(MICROSOFT WORD,POWERPOINT,EXCEL);POETRY",WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED ,NOT INTERESTED ,,,245,IN SCHOOL - HS OR LESS,GRADE 8,PREFERRED,
