CODE #,AGE AT REGISTRAION,ZIP CODE,TRAVEL TO ANOTHER ZIPCODE,QUADRANTS WILLING TO TRAVEL TO,INTERESTED IN WORKING OUTSIDE,INTERESTED IN WORKING WITH DRESS CODE,INTERESTED IN WORKING WITH COMPUTERS,CAREER INTEREST CATEGORY 1,CAREER INTEREST CATEGORY 2,LIST OF SKILLS,JOB A,JOB B,JOB C,JOB D,JOB E,JOB F,JOB G,Priority
365108394,19,21230,NO,SOUTH,NO,YES,YES,NURSING,COMMUNICATION/MEDIA,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
327020279,17,21228,NO,SOUTH,NO,YES,YES,NURSING,HOSPITALITY/TRAVEL,;VISUAL ARTS; POETRY,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
483632277,18,21216,NO,WEST,NO,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,1
110593075,15,21223,NO,WEST,NO,NO,NO,PRE-SCHOOL CHILDCARE,RETAIL (16+ YEAR OLD ONLY),;VISUAL ARTS; CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
135909608,16,21214,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
285389787,18,21237,NO,EAST,NO,NO,YES,CLERICAL OFFICE WORK,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
577695273,16,21214,NO,EAST,NO,NO,NO,RETAIL (16+ YEAR OLD ONLY),NURSING,;DANCING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
232898649,16,21205,NO,EAST,NO,YES,YES,GRAPHIC DESIGN,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
228316553,16,21217,NO,WEST,NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
260752685,15,21215,NO,WEST,NO,YES,YES,BUSINESS/FINANCE,ELECTRICAL/CARPENTRY,;PLAYS INSTRUMENT; VISUAL ARTS,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
101129851,18,21212,NO,EAST,NO,YES,YES,RECREATION AND SPORTS,ARCHITECTURE,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
172675156,17,21214,NO,EAST,NO,YES,YES,LEGAL,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
105446529,19,21216,NO,WEST,YES,NO,YES,NURSING,CAMP COUNSELOR,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
203497414,19,21215,NO,WEST,NO,YES,YES,NURSING,RECREATION AND SPORTS,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
139843476,15,21237,NO,EAST,NO,YES,YES,TEACHER'S AIDE,CULINARY ARTS/FOOD SERVICE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
442687677,16,21237,NO,EAST,YES,YES,YES,NURSING,AUTO MECHANICS,";PLAYS INSTRUMENT; VISUAL ARTS; OFFICE EQUIPEMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
339970809,17,21215,NO,WEST,NO,YES,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
445457667,16,21214,NO,EAST,YES,NO,NO,COMPUTER INFORMATION TECH,BUSINESS/FINANCE,;VISUAL ARTS,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
115141081,17,21228,NO,SOUTH,NO,YES,YES,PRE-SCHOOL CHILDCARE,ELDERLY SERVICES,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
468303493,16,21216,NO,WEST,NO,YES,YES,RECREATION AND SPORTS,GOVERNMENT/PUBLIC SERVICE,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
289418309,19,21215,NO,WEST,NO,YES,YES,STEM,PRE-SCHOOL CHILDCARE,;PLAYS INSTRUMENT; SWIMMING,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,3
219352067,15,21216,NO,WEST,YES,YES,NO,STEM,CLERICAL OFFICE WORK,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
490998514,17,21217,NO,WEST,NO,YES,YES,CUSTODIAL,BUSINESS/FINANCE,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
141490602,16,21212,NO,EAST,YES,YES,YES,GOVERNMENT/PUBLIC SERVICE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
295609117,16,21204,NO,EAST,NO,YES,NO,STEM,HOSPITALITY/TRAVEL,";VISUAL ARTS; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
576426981,16,21206,NO,EAST,NO,YES,YES,RECREATION AND SPORTS,COMPUTER INFORMATION TECH,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,3
459364896,15,21204,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,NURSING,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
251794590,14,21215,NO,WEST,YES,YES,NO,PRE-SCHOOL CHILDCARE,STEM,;SWIMMING,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
196782049,17,21228,NO,SOUTH,NO,YES,YES,COMPUTER INFORMATION TECH,VISUAL ARTS,;VISUAL ARTS; CADD,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
365700448,15,21217,NO,WEST,YES,NO,NO,CUSTODIAL,CULINARY ARTS/FOOD SERVICE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
162297897,16,21216,NO,WEST,YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,";(MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
449033446,18,21216,NO,WEST,YES,YES,YES,NURSING,COMMUNICATION/MEDIA,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
326498411,15,21222,NO,EAST,NO,YES,NO,RECREATION AND SPORTS,RECREATION AND SPORTS,;CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
363299898,15,21204,NO,EAST,NO,YES,NO,PRE-SCHOOL CHILDCARE,HOSPITALITY/TRAVEL,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
137389406,16,21214,NO,EAST,NO,YES,YES,NURSING,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
403870988,21,21217,NO,WEST,NO,YES,YES,COMMUNICATION/MEDIA,ENVIRONMENTAL/GREEN,;PLAYS INSTRUMENT; OFFICE EQUIPEMENT; POETRY,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
362229696,16,21216,NO,WEST,NO,YES,YES,CAMP COUNSELOR,NURSING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
221254601,16,21224,NO,EAST,NO,YES,YES,MUSICAL ARTS,ELDERLY SERVICES,;CADD,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
165861011,16,21204,NO,EAST,YES,NO,YES,RETAIL (16+ YEAR OLD ONLY),CAMP COUNSELOR,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
493833690,15,21214,NO,EAST,NO,NO,NO,ELDERLY SERVICES,RECREATION AND SPORTS,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,1
314834386,16,21228,NO,SOUTH,NO,YES,YES,CAMP COUNSELOR,MUSICAL ARTS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
489122745,16,21239,NO,EAST,YES,NO,NO,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,3
587659548,15,21239,NO,EAST,YES,NO,NO,STEM,PRE-SCHOOL CHILDCARE,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
401640424,17,21216,NO,WEST,NO,NO,NO,HOSPITALITY/TRAVEL,AUTO MECHANICS,,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
468430268,14,21204,NO,EAST,YES,NO,NO,NURSING,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
306375653,15,21228,NO,SOUTH,YES,NO,NO,AUTO MECHANICS,GOVERNMENT/PUBLIC SERVICE,,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
350297952,18,21212,NO,EAST,YES,YES,YES,PRE-SCHOOL CHILDCARE,LEGAL,;CADD,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
221437885,17,21214,NO,EAST,NO,YES,NO,PRE-SCHOOL CHILDCARE,CONSTRUCTION/MANUFACTURING,,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
511252968,19,21214,NO,EAST,YES,NO,NO,CUSTODIAL,LEGAL,;VISUAL ARTS; POETRY,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
276898114,16,21228,NO,SOUTH,NO,NO,YES,RECREATION AND SPORTS,ARCHITECTURE,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
377184647,18,21204,NO,EAST,NO,YES,YES,CUSTODIAL,CAMP COUNSELOR,;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
573984975,16,21206,NO,EAST,YES,NO,NO,CONSTRUCTION/MANUFACTURING,ELDERLY SERVICES,;OFFICE EQUIPEMENT,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
229797039,15,21223,NO,WEST,YES,YES,NO,GRAPHIC DESIGN,RECREATION AND SPORTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
491068946,17,21211,NO,WEST,YES,NO,NO,CLERICAL OFFICE WORK,COMPUTER INFORMATION TECH,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
383074060,17,21237,NO,EAST,NO,YES,YES,COMPUTER INFORMATION TECH,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
109333683,20,21205,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,CLERICAL OFFICE WORK,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
441602747,18,21215,NO,WEST,NO,NO,YES,CUSTODIAL,NURSING,;PLAYS INSTRUMENT,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
237243593,18,21214,NO,EAST,YES,YES,YES,COMMUNITY SERVICE,VISUAL ARTS,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
422194263,15,21222,NO,EAST,YES,YES,YES,COMMUNICATION/MEDIA,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
227893526,15,21215,NO,WEST,YES,NO,NO,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
199906810,17,21224,NO,EAST,NO,YES,YES,ELECTRICAL/CARPENTRY,PRE-SCHOOL CHILDCARE,;OFFICE EQUIPEMENT,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
192675220,17,21227,NO,SOUTH,YES,NO,NO,VISUAL ARTS,AUTO MECHANICS,;PLAYS INSTRUMENT,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,2
578751233,15,21228,NO,SOUTH,NO,YES,NO,CONSTRUCTION/MANUFACTURING,PRE-SCHOOL CHILDCARE,;VISUAL ARTS,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
278771883,15,21216,NO,WEST,YES,YES,NO,AUTO MECHANICS,RECREATION AND SPORTS,;CADD; POETRY; DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,WORK WITHOUT ACCOMODATION,1
354832896,14,21237,NO,EAST,NO,NO,YES,PRE-SCHOOL CHILDCARE,CUSTODIAL,;DANCING,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,2
275065895,15,21204,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,PRE-SCHOOL CHILDCARE,;SWIMMING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
390471649,16,21228,NO,SOUTH,NO,NO,YES,COMPUTER INFORMATION TECH,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
589923433,17,21228,NO,SOUTH,YES,NO,NO,MUSICAL ARTS,CULINARY ARTS/FOOD SERVICE,";CADD; (MICROSOFT WORD,POWERPOINT,EXCEL)",WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
583264154,20,21205,NO,EAST,NO,NO,NO,COMMUNICATION/MEDIA,CUSTODIAL,;OFFICE EQUIPEMENT; POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,3
346564828,15,21216,NO,WEST,NO,YES,NO,STEM,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,1
521917432,16,21212,NO,EAST,NO,NO,YES,PRE-SCHOOL CHILDCARE,NURSING,,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
308577812,17,21204,NO,EAST,NO,YES,YES,COMPUTER INFORMATION TECH,PRE-SCHOOL CHILDCARE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,2
339003082,16,21228,NO,SOUTH,YES,NO,NO,ELECTRICAL/CARPENTRY,NURSING,;VISUAL ARTS; CADD,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,1
503080730,16,21205,NO,EAST,NO,YES,YES,RECREATION AND SPORTS,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
466581430,16,21206,NO,EAST,YES,NO,NO,CULINARY ARTS/FOOD SERVICE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,3
595253240,18,21216,NO,WEST,NO,NO,NO,RECREATION AND SPORTS,STEM,;CADD; OFFICE EQUIPEMENT,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
162531564,14,21214,NO,EAST,NO,YES,YES,ARCHITECTURE,RECREATION AND SPORTS,,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
130232570,18,21212,NO,EAST,YES,YES,YES,NURSING,STEM,";(MICROSOFT WORD,POWERPOINT,EXCEL); POETRY",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,3
152699102,15,21239,NO,EAST,NO,NO,NO,ARCHITECTURE,NURSING,;DANCING,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
553965047,17,21215,NO,WEST,YES,YES,NO,COMMUNITY SERVICE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
470046847,17,21237,NO,EAST,NO,YES,YES,CULINARY ARTS/FOOD SERVICE,CUSTODIAL,;POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
482321387,19,21217,NO,WEST,NO,NO,YES,NURSING,CULINARY ARTS/FOOD SERVICE,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,3
160900798,16,21205,NO,EAST,YES,NO,NO,NURSING,ELDERLY SERVICES,";PLAYS INSTRUMENT; (MICROSOFT WORD,POWERPOINT,EXCEL)",NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,3
341064106,16,21215,NO,WEST,YES,NO,NO,TEACHER'S AIDE,RECREATION AND SPORTS,;CADD,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
491932525,15,21217,NO,WEST,NO,YES,NO,COMPUTER INFORMATION TECH,COMPUTER INFORMATION TECH,,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,3
271555865,21,21224,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,2
500274812,20,21214,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,CUSTODIAL,;VISUAL ARTS,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
373999687,18,21212,NO,EAST,NO,YES,NO,PRE-SCHOOL CHILDCARE,RECREATION AND SPORTS,;SWIMMING; POETRY,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,2
575343897,15,21214,NO,EAST,NO,YES,YES,STEM,RETAIL (16+ YEAR OLD ONLY),,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,1
538126427,15,21211,NO,WEST,YES,NO,NO,LEGAL,LEGAL,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
116195628,16,21215,NO,WEST,YES,YES,NO,RECREATION AND SPORTS,COMPUTER INFORMATION TECH,;DANCING,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,1
388492795,16,21214,NO,EAST,NO,NO,YES,AUTO MECHANICS,AUTO MECHANICS,,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,1
503184346,16,21205,NO,EAST,NO,YES,YES,PRE-SCHOOL CHILDCARE,CUSTODIAL,;SPANISH & ENGLISH BILINGUAL,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,WORK WITH ACCOMODATION,NOT INTERESTED,NOT INTERESTED,NOT INTERESTED,2
231449688,18,21211,NO,WEST,NO,YES,YES,COMMUNICATION/MEDIA,COMMUNITY SERVICE,;SWIMMING; OFFICE EQUIPEMENT,NOT INTERESTED,WORK WITHOUT ACCOMODATION,NOT INTERESTED,WORK WITH ACCOMODATION,WORK WITHOUT ACCOMODATION,NOT INTERESTED,NOT INTERESTED,1
