Worksite ID,Minimum Age,Maximum Age,Zip,Youth Requested,Side of City,Working Outside,Dress Code,With Computers,Career Interests,Skills,Job Choice 1,2nd Language
863,18,21,21211,7,West,No,No,Yes,"Visual Arts
Recreation And Sports
Teacher's Aide
Government/Public Service
Computer Information Tech
Construction Trades",,H,
864,18,19,21212,4,East,No,No,No,Community Service,,A,
865,16,15,21223,10,West,No,No,Yes,"Community Service
Computer Information Tech
Communication/Media","Microsoft Word, Powerpoint, Excel",C,
866,14,19,21205,8,East,No,No,No,Community Service,"Microsoft Word, Powerpoint, Excel",E,
867,16,19,21216,11,West,Yes,Yes,Yes,"Visual Arts
Pre-School Childcare
Recreation And Sports
Government/Public Service
Community Service
STEM
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
868,16,17,21214,5,East,No,No,Yes,"Visual Arts
Pre-School Childcare
Teacher's Aide
Computer Information Tech
Engineering
Communication/Media",,D,
869,18,20,21220,2,Outside City (East),No,No,No,"Musical Arts
Community Service
Engineering",Plays an Instrument,C,
870,15,21,21201,4,Downtown,No,No,No,"Recreation And Sports
Teacher's Aide
Custodial
STEM",,G,
871,14,18,21216,7,West,No,No,No,"Recreation And Sports
Culinary Arts/Food Service
Custodial
STEM",,A,
872,16,21,21208,19,North,No,No,No,Communication/Media,,B,
873,16,20,21220,1,Outside City (East),Yes,Yes,Yes,"Teacher's Aide
Clerical Office Work","Microsoft Word, Powerpoint, Excel",D,
874,16,18,21203,4,Downtown,No,No,Yes,"Culinary Arts/Food Service
Computer Information Tech",,F,
875,16,17,21228,25,South,Yes,No,No,"Camp Counselor
Community Service
Communication/Media
Hospitality/Travel",,A,
876,18,21,21163,1,Outside City (West),No,No,No,"Environmental/Green
Community Service
Custodial
Construction Trades",Spanish & English Bilingual,C,
877,16,21,21251,15,East,No,No,No,"Recreation And Sports
Camp Counselor
Government/Public Service",,E,
878,18,20,21201,12,Downtown,No,No,No,"Culinary Arts/Food Service
STEM","Microsoft Word, Powerpoint, Excel",B,
879,16,20,21216,12,West,No,No,No,"Pre-School Childcare
Government/Public Service",,B,
880,15,21,21078,1,Outside City (East),No,No,No,"Nursing
Government/Public Service
Communication/Media
Graphic Design",,G,
881,14,17,21217,17,West,No,No,No,"Musical Arts
Government/Public Service
Culinary Arts/Food Service
Custodial
Construction Trades",Plays an Instrument,C,
882,16,19,21228,20,South,No,No,No,"Visual Arts
Pre-School Childcare
Teacher's Aide
Culinary Arts/Food Service","Visual Arts (Drawing, painting, etc)
Microsoft Word, Powerpoint, Excel",G,
883,16,18,21163,1,Outside City (West),No,No,No,"Recreation And Sports
Business/Finance
Government/Public Service","Microsoft Word, Powerpoint, Excel",H,
884,18,20,21201,7,Downtown,No,Yes,No,"Visual Arts
Teacher's Aide
Custodial
Clerical Office Work
Electrical/Carpentry","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",G,
885,16,20,21201,11,Downtown,No,No,No,Business/Finance,,H,
886,14,19,21214,3,East,No,No,No,"Teacher's Aide
Government/Public Service",,H,
887,16,19,21078,1,Outside City (East),No,No,No,"Culinary Arts/Food Service
Custodial","Microsoft Word, Powerpoint, Excel",A,
888,16,21,21204,3,Outside City (East),No,No,Yes,"Community Service
Culinary Arts/Food Service
Computer Information Tech
Communication/Media
Hospitality/Travel",,D,
889,19,20,21201,6,Downtown,No,No,Yes,"Environmental/Green
Nursing
Computer Information Tech
Custodial
Communication/Media
Hospitality/Travel",,C,
890,16,19,21163,1,Outside City (West),No,No,No,"Recreation And Sports
Teacher's Aide
Custodial
STEM",,D,
891,15,20,21205,12,East,No,Yes,Yes,"Pre-School Childcare
Environmental/Green
Clerical Office Work","Microsoft Word, Powerpoint, Excel",G,
892,14,18,21229,15,West,No,No,No,"Teacher's Aide
Camp Counselor",,F,
893,18,21,21204,4,Outside City (East),No,No,No,"Pre-School Childcare
Recreation And Sports
Government/Public Service
Community Service
Custodial
Communication/Media",,H,
894,18,19,21214,5,East,Yes,No,Yes,"Pre-School Childcare
Recreation And Sports
Teacher's Aide
Computer Information Tech
Custodial",,B,
895,15,19,21203,6,Downtown,No,Yes,Yes,"Teacher's Aide
Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)",B,
896,18,21,21212,5,East,Yes,Yes,Yes,"Recreation And Sports
Camp Counselor
Computer Information Tech
Communication/Media
Clerical Office Work","Microsoft Word, Powerpoint, Excel",F,
897,18,20,21250,4,Outside City (South),No,Yes,Yes,"Teacher's Aide
Clerical Office Work
Graphic Design
Elderly Services","Microsoft Word, Powerpoint, Excel",G,
898,18,20,21213,10,East,No,Yes,Yes,"Environmental/Green
Computer Information Tech
Clerical Office Work","Microsoft Word, Powerpoint, Excel",E,
899,16,20,21212,5,East,No,Yes,Yes,"Pre-School Childcare
Community Service
Computer Information Tech
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
900,16,20,20912,1,Outside City (South),No,No,No,Musical Arts,,F,
901,14,16,21212,1,East,No,No,Yes,"Recreation And Sports
Business/Finance
Computer Information Tech
Elderly Services",,F,
902,18,21,21205,8,East,No,No,No,"Pre-School Childcare
Teacher's Aide
Communication/Media",,H,
903,14,20,21201,12,Downtown,No,No,No,"Recreation And Sports
Camp Counselor
Government/Public Service
Community Service",Swimming,E,
904,15,16,21203,3,Downtown,No,No,No,Business/Finance,,C,
905,16,17,21201,9,Downtown,Yes,Yes,Yes,"Camp Counselor
Environmental/Green
Government/Public Service
Culinary Arts/Food Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",B,
906,14,16,21217,15,West,Yes,Yes,No,"Musical Arts
Environmental/Green
Clerical Office Work","Microsoft Word, Powerpoint, Excel",D,
907,15,17,21201,4,Downtown,No,Yes,No,"Visual Arts
Musical Arts
Business/Finance
Environmental/Green
Communication/Media
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",H,
908,14,15,21229,6,West,No,Yes,Yes,"Nursing
Community Service
Clerical Office Work
Retail (17+ Year Old Only)
Elderly Services","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
909,16,17,21229,16,West,No,Yes,No,"Pre-School Childcare
Recreation And Sports
Teacher's Aide
Camp Counselor
Culinary Arts/Food Service
Clerical Office Work
Legal","Swimming
Microsoft Word, Powerpoint, Excel",B,
910,21,21,21212,4,East,Yes,No,No,"Visual Arts
Recreation And Sports
Environmental/Green
Custodial",,D,
911,18,21,21163,2,Outside City (West),No,No,No,"Recreation And Sports
Camp Counselor",,D,
912,16,20,21229,15,West,No,Yes,Yes,"Visual Arts
Community Service
Computer Information Tech
Custodial
Clerical Office Work","Microsoft Word, Powerpoint, Excel",A,
913,18,20,21229,10,West,Yes,Yes,No,"Recreation And Sports
Environmental/Green
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
914,21,21,21203,3,Downtown,No,No,No,"Teacher's Aide
Camp Counselor
Business/Finance
Communication/Media",,C,
915,14,15,21203,5,Downtown,Yes,No,Yes,"Camp Counselor
Business/Finance
Environmental/Green
Government/Public Service
Computer Information Tech",,A,
916,16,20,21250,2,Outside City (South),No,No,No,"Pre-School Childcare
Teacher's Aide
Community Service
STEM
Retail (17+ Year Old Only)",,A,
917,16,19,21163,2,Outside City (West),No,Yes,No,"Visual Arts
Recreation And Sports
Teacher's Aide
Legal","Visual Arts (Drawing, painting, etc)",F,
918,16,19,21206,10,East,Yes,No,No,"Recreation And Sports
Custodial",,E,
919,16,20,21211,2,West,No,Yes,Yes,"Community Service
Culinary Arts/Food Service
Custodial
Clerical Office Work
Elderly Services","Microsoft Word, Powerpoint, Excel",E,
920,15,19,21201,10,Downtown,No,No,No,"Visual Arts
Business/Finance
STEM",Spanish & English Bilingual,G,
921,16,19,21211,8,West,Yes,No,No,Graphic Design,,A,
922,16,20,21229,12,West,No,Yes,No,"Recreation And Sports
Government/Public Service",Dancing,F,
923,15,19,21214,6,East,No,No,Yes,"Camp Counselor
Government/Public Service
Computer Information Tech
Custodial",,G,
924,18,20,21201,10,Downtown,No,Yes,Yes,"Camp Counselor
Business/Finance
Culinary Arts/Food Service
Engineering",,D,
925,14,20,21205,8,East,No,Yes,No,"Teacher's Aide
Business/Finance",,B,
926,15,18,21163,1,Outside City (West),No,No,No,"Recreation And Sports
Teacher's Aide
Camp Counselor
Community Service",,C,
927,16,18,21218,12,East,No,No,No,"Pre-School Childcare
Camp Counselor
Custodial
Retail (17+ Year Old Only)",,A,
928,14,15,21216,8,West,No,No,No,"Visual Arts
Communication/Media
Graphic Design",,D,
929,14,20,21214,6,East,No,Yes,No,Communication/Media,,C,
930,14,19,21201,6,Downtown,No,Yes,No,"Teacher's Aide
Communication/Media
STEM
Clerical Office Work
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",D,
931,16,21,21220,1,Outside City (East),Yes,No,No,"Recreation And Sports
Custodial",Swimming,H,
932,14,15,21163,1,Outside City (West),No,No,No,"Musical Arts
Pre-School Childcare
Custodial
Legal",Plays an Instrument,C,
933,16,21,21204,1,Outside City (East),Yes,No,No,"Musical Arts
Business/Finance
Government/Public Service",,B,
934,16,18,21229,6,West,No,No,Yes,"Camp Counselor
Business/Finance
Community Service
Computer Information Tech
Legal
Hospitality/Travel",,A,
935,16,18,21212,4,East,No,No,No,"Musical Arts
Custodial",,E,
936,14,17,21229,8,West,Yes,No,Yes,"Environmental/Green
Community Service
Computer Information Tech
Elderly Services",,H,
937,16,18,21163,1,Outside City (West),No,No,No,"Camp Counselor
Government/Public Service",,F,
938,14,16,21223,9,West,No,No,No,"Visual Arts
Pre-School Childcare",,A,
939,14,18,21213,17,East,No,Yes,Yes,"Visual Arts
Musical Arts
Pre-School Childcare
Recreation And Sports
Teacher's Aide
Government/Public Service
Community Service
Engineering
Retail (17+ Year Old Only)
Architecture",Swimming,C,
940,14,16,21217,13,West,No,Yes,Yes,"Pre-School Childcare
Custodial
Clerical Office Work
Elderly Services","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
941,15,17,21220,1,Outside City (East),No,Yes,Yes,"Clerical Office Work
Computer Information Tech","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
942,16,21,21217,10,West,Yes,No,No,"Environmental/Green
STEM",,G,
943,16,18,21217,11,West,No,Yes,Yes,Pre-School Childcare,,F,
944,14,21,21201,7,Downtown,No,Yes,Yes,"Custodial
Communication/Media
Hospitality/Travel",,H,
945,18,20,21215,3,West,No,No,No,Graphic Design,,F,
946,14,19,21163,1,Outside City (West),Yes,No,No,"Camp Counselor
Environmental/Green",,H,
947,14,19,21216,9,West,No,No,No,"Pre-School Childcare
Community Service",,F,
948,18,20,21216,12,West,No,No,No,Pre-School Childcare,,G,
949,16,21,21163,1,Outside City (West),No,No,No,"Visual Arts
Community Service
Graphic Design
Electrical/Carpentry","Visual Arts (Drawing, painting, etc)",G,
950,14,13,21163,1,Outside City (West),Yes,Yes,No,"Environmental/Green
Communication/Media
Clerical Office Work
Electrical/Carpentry","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
951,14,15,21163,1,Outside City (West),No,No,Yes,"Visual Arts
Computer Information Tech",,G,
952,16,19,21201,9,Downtown,Yes,No,No,"Teacher's Aide
Government/Public Service",,H,
953,14,13,21201,13,Downtown,No,No,No,"Musical Arts
Government/Public Service
Construction Trades
Manufacturing",,C,
954,14,17,21216,8,West,No,Yes,Yes,"STEM
Clerical Office Work
Electrical/Carpentry","Microsoft Word, Powerpoint, Excel",D,French
955,15,21,21228,28,South,No,No,Yes,Computer Information Tech,,B,
956,16,18,21204,1,Outside City (East),No,No,No,"Musical Arts
Recreation And Sports
Teacher's Aide
Environmental/Green
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",E,
957,14,16,21215,5,West,No,No,No,Environmental/Green,,G,
958,16,21,21212,5,East,No,Yes,Yes,"Recreation And Sports
Culinary Arts/Food Service
Clerical Office Work
Retail (17+ Year Old Only)","Microsoft Word, Powerpoint, Excel",D,
959,14,19,21201,9,Downtown,No,No,No,"Visual Arts
Teacher's Aide
Camp Counselor
Business/Finance
Community Service",,E,
960,14,20,21206,10,East,No,No,No,"Teacher's Aide
Custodial
Hospitality/Travel
Retail (17+ Year Old Only)",,B,
961,18,19,21215,6,West,No,Yes,Yes,"Pre-School Childcare
Camp Counselor
Custodial
Communication/Media
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",H,
962,19,21,21224,7,East,No,No,No,"Recreation And Sports
Business/Finance",Dancing,C,
963,16,18,21217,15,West,No,No,No,Business/Finance,,E,
964,18,19,21201,13,Downtown,No,Yes,Yes,"Construction Trades
Graphic Design",,F,
965,16,18,21216,1,West,No,No,Yes,"Camp Counselor
Government/Public Service
Computer Information Tech
Custodial
Graphic Design",,A,
966,16,18,21163,1,Outside City (West),Yes,Yes,No,"Pre-School Childcare
Government/Public Service
Clerical Office Work
Auto Mechanics","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
967,14,17,21223,4,West,No,No,No,"Pre-School Childcare
Custodial",,G,
968,18,20,21215,12,West,Yes,Yes,Yes,"Pre-School Childcare
Camp Counselor
Environmental/Green
Clerical Office Work","Microsoft Word, Powerpoint, Excel",G,
969,14,13,21201,5,Downtown,Yes,Yes,No,"Visual Arts
Pre-School Childcare
Recreation And Sports
Business/Finance
Custodial
Communication/Media
Clerical Office Work","Visual Arts (Drawing, painting, etc)
Microsoft Word, Powerpoint, Excel
Spoken Word or Poetry",F,
970,18,21,21217,13,West,No,No,Yes,"Pre-School Childcare
Community Service
Culinary Arts/Food Service
Computer Information Tech
STEM",,A,
971,16,20,21205,7,East,No,No,No,"Recreation And Sports
Community Service",Swimming,C,
972,18,20,21212,5,East,No,Yes,No,"Teacher's Aide
Camp Counselor
Culinary Arts/Food Service
Communication/Media
Clerical Office Work
Elderly Services","Microsoft Word, Powerpoint, Excel",G,
973,16,21,21228,22,South,No,Yes,No,"Business/Finance
Government/Public Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",E,
974,16,21,21201,10,Downtown,No,Yes,No,"Visual Arts
Musical Arts
Clerical Office Work
Hospitality/Travel","Office Equipment (i.e. copier, fax machine, scanner, etc.)",F,
975,16,21,21214,6,East,No,No,No,"Teacher's Aide
Culinary Arts/Food Service
Communication/Media",,C,
976,18,17,21214,2,East,No,No,No,Recreation And Sports,Swimming,B,
977,14,17,21216,12,West,No,Yes,No,"Pre-School Childcare
Teacher's Aide
Community Service
Clerical Office Work
Retail (17+ Year Old Only)","Microsoft Word, Powerpoint, Excel",G,
978,14,15,21230,4,South,Yes,No,No,"Recreation And Sports
Teacher's Aide",,E,
979,14,18,21229,6,West,No,Yes,Yes,Clerical Office Work,"Microsoft Word, Powerpoint, Excel",C,
980,14,21,21217,13,West,No,No,No,Custodial,,A,
981,15,16,21215,8,West,No,No,No,"Pre-School Childcare
Camp Counselor
Business/Finance
Government/Public Service",,B,
982,14,16,21217,15,West,No,Yes,Yes,"Recreation And Sports
Environmental/Green
Computer Information Tech
Custodial
Clerical Office Work
Hospitality/Travel","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",F,
983,16,20,21212,4,East,Yes,No,No,"Pre-School Childcare
Camp Counselor
Environmental/Green
Community Service
Communication/Media",,B,
984,16,17,21205,6,East,No,Yes,Yes,"Visual Arts
Teacher's Aide
Community Service
Clerical Office Work
Architecture","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
985,18,17,21203,3,Downtown,No,No,No,"Musical Arts
Business/Finance
Community Service
Graphic Design",,C,
986,14,15,21214,7,East,No,No,No,"Community Service
STEM",,G,
987,16,19,21217,13,West,No,No,No,Teacher's Aide,,E,
988,14,19,21229,9,West,No,No,No,"Visual Arts
Environmental/Green
Custodial
Construction Trades",,B,
989,14,15,21216,8,West,No,No,No,"Environmental/Green
Community Service",,B,
990,14,15,21204,1,Outside City (East),No,Yes,No,"Teacher's Aide
Camp Counselor
Government/Public Service
Construction Trades
Clerical Office Work","Microsoft Word, Powerpoint, Excel",H,
991,16,21,21217,13,West,No,No,Yes,"Environmental/Green
Culinary Arts/Food Service
Computer Information Tech
Communication/Media",,F,
992,16,18,21206,9,East,Yes,No,No,"Environmental/Green
Government/Public Service
Custodial
Communication/Media
Architecture
Elderly Services",,F,
993,16,18,21206,11,East,No,No,No,"Visual Arts
Pre-School Childcare
Engineering
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",D,
994,14,16,21224,9,East,No,No,No,"Pre-School Childcare
Nursing
Community Service",,E,
995,16,18,21223,6,West,No,No,No,"Teacher's Aide
Culinary Arts/Food Service
Communication/Media
Architecture",,H,
996,16,17,21205,12,East,No,No,No,"Camp Counselor
Business/Finance
Communication/Media",,H,
997,14,15,21201,7,Downtown,No,No,No,Business/Finance,,C,
998,18,19,21208,15,North,No,Yes,Yes,"Pre-School Childcare
Recreation And Sports
Business/Finance
Government/Public Service
Community Service
Custodial
Communication/Media
Architecture
Elderly Services",,H,
999,16,21,21224,6,East,No,Yes,Yes,"Government/Public Service
Culinary Arts/Food Service
Clerical Office Work","Microsoft Word, Powerpoint, Excel",C,
1000,14,15,21206,6,East,No,Yes,No,"Visual Arts
Retail (17+ Year Old Only)","Visual Arts (Drawing, painting, etc)",D,
1001,16,18,21201,5,Downtown,No,No,No,"Visual Arts
Recreation And Sports
Engineering
Hospitality/Travel",,B,
1002,16,18,21201,12,Downtown,No,No,No,"Nursing
Engineering
Communication/Media",,H,
1003,14,17,21206,6,East,Yes,No,No,"Visual Arts
Musical Arts
Recreation And Sports
Environmental/Green
Community Service",,F,
1004,16,15,21216,5,West,No,Yes,No,"Visual Arts
Teacher's Aide
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
1005,16,20,21212,6,East,Yes,No,No,Community Service,,H,
1006,16,18,21201,16,Downtown,Yes,No,No,"Environmental/Green
Community Service
Legal
Elderly Services",,E,
1007,16,20,21226,3,South,No,No,Yes,"Pre-School Childcare
Culinary Arts/Food Service
Computer Information Tech",,D,
1008,14,17,21163,1,Outside City (West),Yes,No,No,"Pre-School Childcare
Recreation And Sports
Culinary Arts/Food Service",Swimming,A,
1009,14,19,21201,7,Downtown,No,Yes,Yes,"Computer Information Tech
STEM
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
1010,18,17,21220,1,Outside City (East),No,No,No,"Camp Counselor
STEM",,A,
1011,18,21,21220,3,Outside City (East),Yes,No,No,"Recreation And Sports
Teacher's Aide
Government/Public Service
Community Service
STEM
Legal",,B,
1012,18,21,21217,13,West,Yes,No,No,"Teacher's Aide
Business/Finance
Environmental/Green
Community Service
Culinary Arts/Food Service",,C,
1013,16,21,21216,14,West,No,No,Yes,"Musical Arts
Teacher's Aide
Camp Counselor
Computer Information Tech
Custodial
Communication/Media",,C,
1014,16,18,21220,2,Outside City (East),No,Yes,Yes,"Environmental/Green
Computer Information Tech
Architecture",,B,
1015,15,18,21163,1,Outside City (West),Yes,No,No,"Nursing
Community Service
Culinary Arts/Food Service
STEM",,C,
1016,14,19,21201,7,Downtown,No,No,No,Custodial,,F,
1017,14,21,21204,2,Outside City (East),No,Yes,No,"Community Service
Custodial
Construction Trades
Communication/Media",,G,
1018,14,16,21216,13,West,No,No,No,"Hospitality/Travel
Architecture
Auto Mechanics",,B,
1019,16,20,21220,1,Outside City (East),No,No,No,"Pre-School Childcare
Custodial
Hospitality/Travel",,D,
1020,18,21,21216,11,West,No,No,No,"Community Service
Communication/Media",,B,
1021,14,15,21216,7,West,Yes,Yes,Yes,"Pre-School Childcare
Recreation And Sports
Teacher's Aide
Custodial
Clerical Office Work","Microsoft Word, Powerpoint, Excel",G,
1022,15,21,21203,4,Downtown,No,Yes,Yes,"Communication/Media
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
1023,16,21,21215,9,West,No,No,No,"Camp Counselor
Government/Public Service
Engineering",,G,
1024,15,20,21213,8,East,No,Yes,No,"Musical Arts
Culinary Arts/Food Service
Engineering
Communication/Media
Clerical Office Work
Retail (17+ Year Old Only)","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
1025,18,17,21228,25,South,No,No,No,"Teacher's Aide
Business/Finance
Engineering",,A,
1026,16,19,21217,13,West,No,Yes,Yes,"Community Service
Culinary Arts/Food Service
Computer Information Tech
Engineering
Clerical Office Work","Microsoft Word, Powerpoint, Excel",D,
1027,16,18,21201,9,Downtown,No,No,No,"Camp Counselor
Custodial
Legal
Elderly Services","Microsoft Word, Powerpoint, Excel",A,
1028,18,17,21163,1,Outside City (West),No,No,No,"Camp Counselor
Government/Public Service
Construction Trades","Microsoft Word, Powerpoint, Excel",G,
1029,18,20,21201,12,Downtown,No,No,No,"Government/Public Service
Custodial",,C,
1030,14,20,21224,9,East,No,No,No,"Visual Arts
Musical Arts
Business/Finance
Community Service
Culinary Arts/Food Service",,F,
1031,17,21,21201,6,Downtown,Yes,No,Yes,"Musical Arts
Recreation And Sports
Community Service
Computer Information Tech
Custodial
Hospitality/Travel",,G,
1032,16,20,21215,4,West,No,No,No,"Engineering
STEM",,A,
1033,14,13,21201,7,Downtown,Yes,No,No,"Visual Arts
Recreation And Sports
Communication/Media",,A,
1034,16,18,21204,3,Outside City (East),No,No,No,Business/Finance,,C,
1035,14,16,21216,7,West,No,No,No,"Visual Arts
Pre-School Childcare
Government/Public Service
Communication/Media
Architecture",,H,
1036,18,19,21213,15,East,No,Yes,Yes,"Camp Counselor
Business/Finance
Construction Trades
Clerical Office Work
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",H,
1037,18,20,21205,4,East,Yes,No,No,"Environmental/Green
Community Service
STEM",,H,
1038,14,16,21216,10,West,No,Yes,Yes,"Pre-School Childcare
Teacher's Aide
Computer Information Tech
Custodial
Communication/Media
Clerical Office Work
Retail (17+ Year Old Only)","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
1039,14,19,21163,2,Outside City (West),No,No,No,Recreation And Sports,,F,
1040,14,18,21213,10,East,No,No,No,"Musical Arts
Teacher's Aide
Communication/Media
Legal
Graphic Design
Auto Mechanics",,E,
1041,14,18,21252,18,Outside City (North),No,No,No,Community Service,"Microsoft Word, Powerpoint, Excel",H,
1042,15,20,21223,6,West,No,No,No,Camp Counselor,,C,
1043,14,20,21213,15,East,Yes,No,No,"Nursing
Graphic Design",,C,
1044,14,20,21214,1,East,No,Yes,Yes,"Musical Arts
Environmental/Green
Clerical Office Work","Plays an Instrument
Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",E,
1045,16,19,21214,4,East,No,No,Yes,"Musical Arts
Nursing
Computer Information Tech
Engineering
Construction Trades
Legal",,B,
1046,16,19,21201,9,Downtown,No,No,No,"Pre-School Childcare
Community Service",,G,
1047,14,18,21214,5,East,Yes,No,Yes,"Pre-School Childcare
Recreation And Sports
Computer Information Tech
STEM",,B,
1048,15,17,21212,6,East,Yes,Yes,Yes,"Recreation And Sports
Environmental/Green
Computer Information Tech
STEM
Clerical Office Work
Hospitality/Travel","Microsoft Word, Powerpoint, Excel",H,
1049,16,21,21206,14,East,No,No,No,Business/Finance,,A,
1050,14,16,21212,2,East,No,No,No,"Community Service
Custodial
Architecture",,H,
1051,14,18,21163,1,Outside City (West),No,No,No,"Retail (17+ Year Old Only)
Architecture",,D,
1052,16,20,21215,9,West,No,No,Yes,"Camp Counselor
Government/Public Service
Computer Information Tech
Custodial","Microsoft Word, Powerpoint, Excel",H,
1053,15,21,21204,2,Outside City (East),No,Yes,Yes,"Nursing
Computer Information Tech
Communication/Media
Graphic Design",,F,
1054,15,19,21223,5,West,No,No,No,"Community Service
Custodial
STEM
Elderly Services",,B,
1055,16,20,21220,1,Outside City (East),No,No,Yes,"Camp Counselor
Computer Information Tech
Communication/Media
Port Or Maritime Industry",,F,
1056,16,19,21201,7,Downtown,No,No,No,Community Service,,H,
1057,15,19,21201,13,Downtown,No,Yes,No,Teacher's Aide,"Microsoft Word, Powerpoint, Excel",H,
1058,18,21,21211,3,West,Yes,No,No,Recreation And Sports,,H,
1059,18,20,21216,7,West,No,No,No,"Teacher's Aide
Custodial
Graphic Design
Retail (17+ Year Old Only)",,H,
1060,16,18,21212,3,East,No,Yes,Yes,"Musical Arts
Environmental/Green
Community Service
Computer Information Tech
Clerical Office Work
Retail (17+ Year Old Only)","Plays an Instrument
Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
1061,14,19,21224,5,East,No,No,No,Teacher's Aide,,A,
1062,15,18,21163,2,Outside City (West),No,Yes,No,"Teacher's Aide
Government/Public Service
Community Service
Custodial
Clerical Office Work
Retail (17+ Year Old Only)","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",A,
1063,16,17,21214,6,East,No,No,No,"Environmental/Green
Government/Public Service
Custodial
Hospitality/Travel",,A,
1064,16,20,21216,17,West,No,No,No,"Business/Finance
Government/Public Service
Engineering
Communication/Media",,F,
1065,18,21,21208,20,North,No,Yes,No,Community Service,,B,
1066,16,17,21217,17,West,No,Yes,No,"Visual Arts
Business/Finance
Custodial
Clerical Office Work","Office Equipment (i.e. copier, fax machine, scanner, etc.)
Microsoft Word, Powerpoint, Excel",B,
1067,14,21,21212,5,East,No,No,No,"Musical Arts
Camp Counselor
Business/Finance
Custodial",,E,
1068,16,18,21214,6,East,No,No,Yes,"Musical Arts
Computer Information Tech
Communication/Media",,G,
1069,15,19,21229,8,West,No,No,Yes,"Teacher's Aide
Government/Public Service
Culinary Arts/Food Service
Computer Information Tech",,B,
1070,14,13,21201,10,Downtown,No,No,No,"Visual Arts
Musical Arts
Pre-School Childcare
Camp Counselor
Environmental/Green
Custodial
Legal","Visual Arts (Drawing, painting, etc)",G,
1071,14,16,21212,3,East,No,No,Yes,"Teacher's Aide
Business/Finance
Environmental/Green
Computer Information Tech
Custodial
Architecture",,C,
1072,16,18,21217,17,West,No,No,No,"Community Service
Culinary Arts/Food Service",,B,
1073,16,19,21201,12,Downtown,No,No,No,"Teacher's Aide
Business/Finance
Environmental/Green
Legal",,H,
1074,14,18,21212,5,East,No,Yes,Yes,"Culinary Arts/Food Service
Custodial
Graphic Design",,B,
1075,18,20,21220,1,Outside City (East),No,Yes,Yes,"Pre-School Childcare
Culinary Arts/Food Service
Legal
Hospitality/Travel",,D,
1076,14,19,21201,12,Downtown,Yes,No,No,"Visual Arts
Musical Arts
Camp Counselor
Environmental/Green
Hospitality/Travel
Retail (17+ Year Old Only)",,B,
1077,18,19,21217,17,West,Yes,Yes,Yes,"Pre-School Childcare
Clerical Office Work","Microsoft Word, Powerpoint, Excel",G,
1078,18,19,21229,14,West,No,No,No,"Government/Public Service
Community Service
STEM",,H,
1079,14,15,21201,10,Downtown,No,No,No,"Visual Arts
Business/Finance
Environmental/Green
Government/Public Service
Custodial","Visual Arts (Drawing, painting, etc)",F,
1080,18,21,21220,3,Outside City (East),No,No,No,"Pre-School Childcare
Communication/Media
STEM
Graphic Design",,D,Spanish
